input_t_gradient__blur_euclidean,integrated_gradients__blur_euclidean,smoothgrad__blur_euclidean,deconvnet_blur_euclidean,GuidedBackprop_blur_euclidean,Same_Classification__blur,input_t_gradient__gausian_small_euclidean,integrated_gradients__gausian_small_euclidean,smoothgrad__gausian_small_euclidean,deconvnet_gausian_small_euclidean,GuidedBackprop_gausian_small_euclidean,Same_Classification__gausian_small,input_t_gradient__gausian_big_euclidean,integrated_gradients__gausian_big_euclidean,smoothgrad__gausian_big_euclidean,deconvnet_gausian_big_euclidean,GuidedBackprop_gausian_big_euclidean,Same_Classification__gausian_big
0.4674313029605941,0.4516921048285091,2.775204892857201,0.1040642373949452,0.1003130100053648,True,,,,,,,,,,,,
,,,,,,0.3640831943032387,0.3674004468854345,1.351595040432871,0.076058509673014,0.0716644677372897,True,,,,,,
,,,,,,,,,,,,0.641280446925291,0.5742870483267143,2.961426987784504,0.1752328459958739,0.2664160016280755,False
,,,,,,,,,,,,0.6530183437229661,0.6841613788036773,2.40778907977887,0.1061924610261734,0.2179739733944573,True
0.5431191679502406,0.4752001189772541,6.491620458691323,0.0989928009874153,0.4388766891170833,True,,,,,,,,,,,,
,,,,,,0.4484470506609157,0.4036151041809855,10.670358101011605,0.0900943967795405,0.3689228444667266,True,,,,,,
,,,,,,,,,,,,1.032733954097959,0.7872554563055731,6.628379137254345,0.1542313808974749,0.6232899195742807,False
,,,,,,,,,,,,0.9136777261254172,0.791095479995498,2.4156835661701392,0.1260955673951106,0.0611192990438335,True
0.4494652526155784,0.4286751917690528,2.0620963310900025,0.1224625928490057,0.0652370442802379,True,,,,,,,,,,,,
,,,,,,0.3733469208945832,0.3697781458642291,2.222673929850633,0.1008617184151704,0.0564782601194613,True,,,,,,
,,,,,,,,,,,,0.690798226508887,0.6320077240378217,8.002154369535242,0.1884802915841192,0.2072268452508799,False
1.007755615030994,0.8112559385067194,24.2871577370763,0.1602532764171811,0.1334571116530878,False,,,,,,,,,,,,
,,,,,,0.805677361147662,0.7205739551885784,6.429257390029474,0.1721820838024622,0.2063248012675026,False,,,,,,
,,,,,,,,,,,,1.217957791574359,1.0030421539490224,32.88673589551227,0.2042917270438674,0.1773931795635495,False
,,,,,,,,,,,,1.2913889833840468,1.1627700393981846,4.530219703741099,0.2055093030175166,0.0482282480799865,False
0.5346310637463555,0.5444078230459513,2.737279796597621,0.1149770356870472,0.0558387847754772,True,,,,,,,,,,,,
,,,,,,0.4283071315138754,0.4433325321757808,2.044831116900371,0.1201930915776973,0.0673653993582458,True,,,,,,
,,,,,,,,,,,,1.0465067150265648,0.91645846317453,4.350216530849625,0.1490282793201648,0.082437366539711,False
,,,,,,,,,,,,0.6325755661024319,0.656812815269596,4.0843767821912165,0.1432163949934576,0.0924998295470325,True
1.2062658606100178,1.215286337359436,2.8839925138027303,0.0863625801941714,0.0270158180845434,True,,,,,,,,,,,,
,,,,,,1.7727831349774457,1.8243938369377448,4.580741860322235,0.1085832743713609,0.0362205083425104,False,,,,,,
,,,,,,,,,,,,1.6083209092757442,1.4024666495897555,5.590681921246494,0.158730444860211,0.0626952266308008,False
,,,,,,,,,,,,1.3734233739356936,1.3816345628070543,19.422572361542024,0.0968172362880174,0.1758560596699959,True
1.926541693684401,2.1297220829524304,4.682321060181026,0.2779811256494594,0.0336133179657665,True,,,,,,,,,,,,
,,,,,,1.4783717543070016,1.616682971662598,3.954871506066872,0.2440303155970606,0.0513872590197467,True,,,,,,
,,,,,,,,,,,,2.960719145152644,2.6102539267091185,6.608328689185509,0.2936308380031155,0.0809283288190138,False
,,,,,,,,,,,,1.9897509308739736,2.213355886308125,8.813620544753512,0.4574640518245918,0.0456337503228928,True
1.0009472996358433,1.496706812898093,26.550867495182672,0.1333955098170317,0.0545075573012841,True,,,,,,,,,,,,
,,,,,,0.9006274026842708,1.3289593919040006,12.837658570474638,0.0965459640066131,0.0502361897190763,True,,,,,,
,,,,,,,,,,,,1.4217669945375613,1.832831014416696,11.542332208013857,0.1938830164787462,0.1354456999732616,False
,,,,,,,,,,,,1.217309304186315,1.837252161953556,2.981869017049049,0.1486673939832095,2.001296480828389,True
0.5328435493478286,0.6557909653386581,1.862475631835428,0.1871638837314818,0.9116943392383862,True,,,,,,,,,,,,
,,,,,,0.4311364925998575,0.5224373763226124,1.6135037939708876,0.1614661347190596,0.4864123802605411,True,,,,,,
,,,,,,,,,,,,0.7950096135213818,0.9215543905329492,3.508345722883635,0.2576925217818593,0.6394543365918732,False
,,,,,,,,,,,,0.6651840718118104,0.8451312425097217,118.82862506699044,0.2095480317121412,0.0610370307207308,True
0.5420513060717186,0.5469301241404824,28.130741867888844,0.1055008748954749,0.0794319980392311,False,,,,,,,,,,,,
,,,,,,0.3405409974290568,0.3279953258297209,29.50357998429285,0.0806339213546719,0.0624567052719193,True,,,,,,
,,,,,,,,,,,,0.5125033495733474,0.470200826998688,8.47752024321416,0.1653133203200835,0.1708014459682346,False
,,,,,,,,,,,,0.8116789090018115,0.8880052498088212,42.901614204254784,0.1236704378990036,2.3468269643835047,False
1.1643485611211195,1.1804709957429,22.26665320441825,0.1376202328368954,0.0579900512033267,False,,,,,,,,,,,,
